ResponseId,PID,HS_1,HS_2,HS_3,FM_1,FM_2,GM_1,GM_2,Dif_import1,Dif_import2,Dif_impos1,Dif_impos2,Country,Age,Sex,Ethnicity,Language
R_262sVy2jlNvIXhT,61697f832062ac7ba42cff1f,2,3,6,4,2,4,4,6,5,1,3,South Africa,28,Female,Black,English
R_1BOW7grraNDZ9I3,6455c9898efbcab4a705968b,1,6,6,5,4,4,4,5,5,1,1,South Africa,21,Female,Black,English
R_3KItESF0MJqFhHs,6107292e60892e4246db7425,4,1,6,3,2,1,5,2,4,1,3,South Africa,25,Male,Black,English
R_1ikuZamACrsEyLp,612feff3dfb201345f5edc36,4,5,5,1,2,5,4,4,3,1,2,South Africa,27,Female,Black,English
R_23VrdmSuz2m1kcD,60f6acaed2336346c8997195,1,6,4,1,2,6,6,5,4,1,2,South Africa,24,Male,Black,English
R_3qjoAExd9S55aE6,614713d91262e04816c9a491,3,5,4,4,4,4,4,4,3,1,1,South Africa,30,Female,Black,English
R_27O4UkuVQhH8u8w,616e0eb1b4c6d46d802c294a,2,5,6,5,5,5,5,6,5,5,5,South Africa,23,Female,Black,Afrikaans
R_OGVGS1Mfl12lkl3,610bc158e2949bf76f127802,3,4,2,2,2,5,5,3,3,3,2,South Africa,23,Male,Black,English
R_1BS2ASbTCIuODD7,610a74f133b089eeba47e4d2,4,5,5,4,3,3,5,4,4,4,4,South Africa,31,Female,Black,English
R_a3Oy9YQ4afPNKTL,6159cdc8fc264d2ad90f90d6,3,2,6,2,3,6,5,6,2,3,2,South Africa,22,Female,White,English
R_1ooRL50H7LEFFbf,5f8038ceefbc9f02632dce3c,3,6,6,2,3,6,6,4,6,1,6,South Africa,37,Male,Black,English
R_6gwxZd2hdxATgcN,612bdb5290b04c59c0dc0e62,4,6,6,1,1,5,5,5,6,1,1,South Africa,22,Female,Black,English
R_2CpKtQztFzRIypw,616046588238e20f2586c521,4,6,5,2,1,6,6,4,6,1,1,South Africa,31,Female,White,Afrikaans
R_3s0MQ3tYOdObbEL,60ece1f744359d215975d493,3,6,5,4,4,6,4,6,5,3,4,South Africa,27,Female,Black,English
R_2zZv27ZdHAlMkjw,5e8c13d8f743d210d47ec874,3,3,2,3,3,3,4,5,4,3,3,South Africa,29,Female,Black,English
R_1kLDyx0MYIAte0v,61567f148c4094333aaa6d28,4,5,4,5,5,4,4,5,5,5,4,South Africa,27,Female,Black,English
R_Zn2c1AvkcnHwBl7,6102e17d2a31606d7e3a1049,2,1,2,2,2,6,6,5,6,1,5,South Africa,26,Female,Black,English
R_CeKlTMX8PnzHKFz,611912de5a969fac0879abe0,1,6,6,1,1,6,6,6,6,1,1,South Africa,37,Female,Black,English
R_3EXeVXhHaTB0IHF,616d67ccb4427923ca7a463d,1,1,4,2,3,4,4,3,5,1,3,South Africa,21,Female,Black,Afrikaans
R_vVSoRnkaa4TjHsR,615a28d0a19e964b2f63625c,6,6,6,1,2,3,4,3,3,2,1,South Africa,41,Female,Black,Swahili
R_PGMnxOTXGdSisN3,6135ffad024018e319264314,4,4,4,1,2,6,6,3,3,3,3,South Africa,21,Male,Mixed,English
R_30jikgXBxW4xd0G,6135dc7bbd76eac19965cbb4,1,1,2,1,1,4,5,3,4,1,4,South Africa,20,Female,Black,English
R_0OmONrNHjc6Sag9,612c95f4a142b9dc63cc45a0,6,6,4,5,5,5,5,4,4,4,4,South Africa,22,Female,Black,English
R_1qfhFJlUDTntGBx,611e6cc7465760711d61480e,2,2,5,4,3,5,4,5,6,1,1,South Africa,25,Female,Black,English
R_1Fh0fkaa1PaPExk,60fac6f0b643406f580d799d,5,6,6,4,6,6,4,6,5,1,1,South Africa,21,Female,Black,English
R_2CeUS5H1uhKtRiL,60a9455edf704176d918fbaa,2,6,3,1,2,4,3,4,6,1,2,South Africa,25,Male,Black,English
R_sRkK1nX9y649UuB,5f355b5011c1634ee64c36ac,5,4,6,3,4,5,3,2,2,1,4,South Africa,23,Female,Black,DATA_EXPIRED
R_2foJUqEbQmnF9tt,6128b55755dd29503d0d3e7a,1,2,2,1,1,6,6,4,5,1,5,South Africa,31,Female,Black,English
R_33l0Qi8xpmnDlEJ,61348ef2946cbdbf17d81135,3,5,4,5,5,5,5,5,4,3,5,South Africa,24,Female,Black,English
R_3vKAhVl2gKkpWAF,60a2be69eb4d3bcbff354d5d,1,1,1,1,1,6,6,5,6,1,1,South Africa,22,Female,Black,English
R_3qIhNEBs609OC4U,5ef25f25074e4c6d5d148456,5,6,5,6,5,2,4,6,5,1,1,South Africa,21,Male,Black,English
R_3pHuNytW4TsEQNP,61528e4039817788730f3263,1,6,5,1,1,6,6,6,6,1,1,South Africa,22,Female,Black,English
R_6DN39lBqbCnymZ3,6159ccda0f6f7807b9207e4b,5,6,6,1,1,6,6,3,6,1,1,South Africa,26,Female,White,English
R_2s1JlQh7rDJz0Z7,61191aa7231444e60bd58728,2,6,6,6,6,6,6,5,5,5,4,South Africa,22,Male,Black,English
R_1FJHvsFrfqAm9Ad,60cc72425533320442c05f8c,3,6,5,1,1,6,6,6,5,2,2,South Africa,28,Male,Black,English
R_2TYM9DnOgSkUM61,60e6fa95f0d5e55625421e9a,1,1,6,1,1,6,6,1,4,1,6,South Africa,45,Female,Black,English
R_3j0rVOtSG17xnhv,611eafa6011b0423f7d7230f,2,6,4,1,1,6,6,6,6,1,1,South Africa,20,Female,Black,English
R_2CeLVgIqiZXB3tN,5ec95924a88e734583d2d2b8,3,6,6,4,1,6,4,6,4,1,6,South Africa,22,Female,Black,English
R_1rqWv44KQdqKNiA,61570ba74c01d87fb71fb518,5,5,5,2,2,6,6,5,5,2,2,South Africa,24,Female,Black,English
R_3oI95GyyvS6oL7W,611e7d1295185bf6f56fd951,1,2,5,1,1,5,4,2,4,2,4,South Africa,25,Male,Black,Swahili
R_3ZXMONQ6fbYIgLv,613f1e266c540956a2120842,3,5,6,1,2,6,6,6,6,1,1,South Africa,20,Male,Black,English
R_do2eee170kan8el,61649acf33779deb27ade31f,3,6,6,6,6,6,1,2,1,1,1,South Africa,23,Female,Black,English
R_1d0NBChm5d7IoUj,6164805c17dc51cfdf59ca00,2,5,4,2,6,6,5,6,5,2,4,South Africa,25,Female,Black,English
R_2P5cFmduiDMQ6ly,601e49453648f62b37f1b915,3,2,6,4,5,4,4,3,5,3,5,South Africa,22,Female,Black,English
R_3OoAkyknawp65Yy,614f5f0cf892c0d443eb286e,1,6,6,1,1,6,6,3,5,1,4,South Africa,20,Male,Mixed,English
R_2ccHIQrb1as3413,60d1bf1c234f11f55bfcd276,1,6,3,1,1,6,6,6,4,1,1,South Africa,23,Female,Black,English
R_1rdZtTv4LHd6KGy,60f6dc139e58d2688fc34fee,5,5,5,5,5,3,3,4,1,2,2,South Africa,29,Female,Black,English
R_3p0jk2qYH3Xv5ZI,614dd6473c74b217ad73cc9c,1,2,3,3,2,5,4,3,4,1,3,South Africa,21,Male,Black,English
R_2dPXPBFgeebhpBv,5e4d347f9ffe1f179d1c62c0,3,6,4,2,2,4,6,2,3,1,2,South Africa,36,Male,Black,English
R_yVbZY3Gq84hHXyx,613b6b255222c19fe62f4a04,6,6,6,6,1,5,6,6,6,1,1,South Africa,21,Female,Black,English
R_sMdRaDlavjOTavf,60cb56254ffd30f5e146c649,2,5,6,1,1,6,5,4,4,2,2,South Africa,27,Female,Black,English
R_9FwHvf8SDeHZc2d,614c94c524c94bce8bc49f85,5,1,6,2,2,5,4,3,5,1,1,South Africa,21,Female,Black,English
R_3g6gQvW9Sw001QE,61685478a9bd5239a9438f66,2,6,3,1,2,6,4,5,5,1,1,South Africa,33,Female,Mixed,English
R_3GxkjAhkoSO7fqZ,610666300a278660282afd22,2,5,6,5,5,5,5,4,4,4,2,South Africa,36,Female,Black,English
R_2fdU7g4RXOnQolX,6175733727b1e3ce2d72dbe4,6,6,5,1,2,6,5,6,6,1,2,South Africa,24,Female,Black,English
R_3kddsYb8zDRmtbd,611b86fe4bd6db6f42e4afea,3,3,4,3,3,5,5,4,4,2,6,South Africa,23,Female,Black,English
R_qIYlyEDPrvcC1Hz,611e1dc7d3edcbcadda82512,1,6,1,5,3,3,3,6,4,4,2,South Africa,23,Female,Black,English
R_YWxneJbKdsMMvIt,61053334bb5ec9d6f2918ba1,2,5,6,3,2,5,4,5,5,5,2,South Africa,26,Male,Black,Other
R_27pNQ7UFy0dbPIO,61681f4ae07fb78d64af4e6d,5,6,6,1,1,6,6,2,2,2,2,South Africa,25,Female,Black,Afrikaans
R_1EiLUD83FLdu6gJ,6116a378612ec47c9335f3ed,6,6,6,6,6,6,6,6,6,6,6,South Africa,34,Male,Mixed,English
R_33k9YD2wRtbi4dw,615ac6e5216f047d73a04f63,2,3,2,3,3,5,5,2,2,2,2,South Africa,39,Female,Asian,English
R_a4TnHSVw3OSfAv7,613144aa1c9d38ec093aa426,1,5,2,2,2,4,5,4,5,1,1,South Africa,28,Female,Black,English
R_3CTtaivwO9Ksvfc,61687ebcd2a35ffb762d1928,2,5,6,1,2,4,5,3,5,4,2,South Africa,29,Female,Black,English
R_2c5RcPDk1F5QLvx,60cc4cbfd6bdf9ee88cdd2f6,4,6,5,3,1,6,5,6,3,1,1,South Africa,29,Male,Black,English
R_32YkjtfUoNGwymW,6009606726f80266d809bf9a,2,4,4,5,5,4,3,3,4,3,3,South Africa,24,Male,Black,English
R_3Gp15mz4fw3RZNW,5ee579ecd4169f2bee94041e,2,4,3,4,5,3,3,2,2,2,3,Spain,,,,
R_11gUGXOYS2dIBWh,5fd7a0a60b671a000bfefb17,3,4,4,4,4,4,4,4,3,4,4,Spain,24,Male,White,Spanish
R_2ToshYx6xIeSnM9,6096c6feba11511721fdd719,6,6,3,2,1,6,4,1,2,1,2,Spain,26,Male,White,Spanish
R_3kAGnsSxl3cBeZV,5d5a7d896c04b2001a1edff8,4,4,2,3,3,6,3,3,6,5,4,Spain,26,Female,White,Spanish
R_3m8JcTnDeYraOoi,5be975720e366e0001763237,3,5,5,2,2,4,4,4,3,3,3,Spain,28,Female,White,Spanish
R_23axZnayVLYGA15,6161d2a6b6dcc778b5b930bb,4,5,5,4,4,2,4,2,3,2,2,Spain,39,Female,White,Spanish
R_3fMCZey9CeFdt1l,61168f1b99f855bfe46cdc36,3,3,5,2,5,5,4,4,4,2,2,Spain,29,Male,White,Spanish
R_2sRr9nSYhJD17Ht,6130681762f1d26905858de5,3,5,3,2,3,5,4,3,4,2,3,Spain,29,Male,Mixed,Spanish
R_1M0wibcAPhhfO9X,5c883760e0f6e50017f0abbb,1,5,5,3,3,4,4,4,3,3,3,Spain,34,Male,White,Spanish
R_11YDo8rzhXT1Gn4,5f109159ee94250bfdf3a87c,1,6,6,1,1,6,6,6,6,1,1,Spain,21,Male,White,Spanish
R_AjIjFFhN51G84CZ,612cd9f34adcee82f65685a1,1,4,5,4,4,5,4,5,5,1,1,Spain,24,Female,White,Spanish
R_3eyKUHc4sAddJ4v,60f9e5fdb753010b9fff46e3,5,5,5,4,2,4,4,4,4,3,5,Spain,24,Female,White,Spanish
R_6RmeVbSdd4DeIY9,612e2e8c2f49ad120e6400bb,3,5,6,5,6,3,4,4,5,4,3,Spain,19,Female,Mixed,Spanish
R_XpPwaxh13BUQM9j,5d24cdafc8e8b700168c24c3,3,4,4,2,4,3,4,2,3,3,2,Spain,28,Female,White,Spanish
R_XRtn8gREPBkC3dv,606c2aafcb6f876f95178012,2,4,4,5,6,2,3,4,3,4,4,Spain,21,Male,Asian,Chinese
R_3ewU54ArFDAebds,611b020a02b71672a86c5a9d,4,4,5,2,2,5,4,6,6,1,1,Spain,20,Female,White,Spanish
R_1InOrV5YnnqxEPN,60df30c4e945892dc94a626c,4,4,4,2,2,4,3,3,4,2,2,Spain,20,Male,White,Spanish
R_3et3mrv0b5CuITO,613a4c107aa06a1c3d00b6c2,5,3,5,4,4,3,3,3,2,3,2,Spain,19,Male,White,Spanish
R_2VpRv9zQt1invmp,5f296fc516fd7806914948f8,2,3,6,1,2,4,4,5,5,1,1,Spain,21,Female,White,Spanish
R_294T697m4iIVrUE,5f797a88a661c75783fb2ec8,3,2,3,1,2,3,4,2,2,1,2,Spain,23,Female,White,Spanish
R_3GxNYqhktSLNpSy,5db9af1d515b5e01756f55b8,2,3,6,5,5,3,3,5,5,2,2,Spain,35,Female,White,Spanish
R_2xJB5Ouxmmjjh5v,5f3c8a006375d854f90d73a7,2,3,3,3,3,4,4,4,4,3,3,Spain,21,Male,White,Spanish
R_1LcK8w8VzsoOZd2,5fe93b6dad8fba884beb4035,4,6,5,1,3,2,5,2,2,2,2,Spain,31,Male,White,Spanish
R_3JDYpW6esm4McAK,5ed02ffb8090240f93ab74ad,6,4,4,3,1,3,4,3,2,3,1,Spain,23,Female,White,Spanish
R_1FFkGpAvdUdNbOx,5d936374253d0a0017f32d96,5,5,5,2,2,3,5,4,4,2,2,Spain,23,Male,White,Spanish
R_ZfAK84ApwtavOhj,61462f791eb4fbf23ec1d583,2,4,3,5,2,5,5,5,5,1,1,Spain,19,Male,White,Spanish
R_3sp70WP4pNxqxnk,5ef658dc548fce12fda46af8,4,5,5,2,2,5,5,2,3,2,2,Spain,25,Male,White,Spanish
R_Wx1NlTHpr1wgRcB,6112cf0b9c1cf4219c5c2675,5,5,5,1,1,4,4,3,4,2,1,Spain,24,Female,White,Spanish
R_25SL1sUMQKNZJCh,610a52647a452dee7ca89360,3,5,3,2,2,4,5,3,3,3,4,Spain,25,Male,White,Spanish
R_9nv1jVx26QM9Flf,5c3377fb04f29e0001104681,4,3,3,6,6,1,1,4,4,2,2,Spain,31,Male,White,Spanish
R_1gnLsO7goabbwu9,5f1ff8108900cb0260483464,4,4,5,2,2,5,5,4,4,3,3,Spain,27,Female,White,Spanish
R_1CDYQVLW0HGY6yo,5cd07e08db3fce00135afd9c,4,5,3,4,4,4,4,5,5,2,1,Spain,25,Male,White,Spanish
R_1f3LYws478yqFla,60c527b7f1813f17cdc6eabe,2,5,5,3,5,3,4,4,5,1,1,Spain,21,Female,White,Spanish
R_2zSxG3nMq0gLUAI,5dc16474a0910f0cd0b882f1,6,4,6,2,1,2,4,5,5,2,2,Spain,22,Male,White,Spanish
R_W0qHOQXU2jOwlAR,5cfd71d93147190001d37942,4,2,6,2,2,4,4,3,3,1,1,Spain,24,Female,White,Catalan
R_d4G1kj3uOS3xV73,5b603c0eca4ecc0001dae57e,4,4,5,3,3,3,3,4,4,2,3,Spain,34,Female,White,Spanish
R_2xV1yq6FSErHF6P,6009b7359e9b700008905dfa,1,6,5,5,5,2,6,3,4,3,2,Spain,43,Male,White,English
R_3jfGqjoLcyaVRE7,61016d592121d0e661dafd09,5,5,5,4,6,4,4,5,5,5,2,Spain,24,Female,Asian,Spanish
R_1guRZIb91y8ZgfA,5cfaab352e080000016ec742,2,5,2,3,3,3,3,5,4,2,2,Spain,39,Male,Mixed,Spanish
R_30wQj6OAKohxTQP,60990d6ddcf283738eca283a,3,3,5,3,3,4,3,3,4,3,2,Spain,21,Male,White,Catalan
R_1DwlIGlK0J2TYQW,60984a1b0cce76d16c4ca781,3,4,4,3,4,3,4,3,3,3,3,Spain,33,Female,White,Spanish
R_BSymsisVBv2AfXr,5fb7edfce2252543532a25e5,1,2,4,1,1,6,5,3,3,3,3,Spain,28,Female,White,Spanish
R_2Vfjgizbv5ESBYv,61179594947c97dca4385895,4,5,5,1,1,6,5,4,4,2,2,Spain,21,Female,White,Spanish
R_3FJw4pbTpGOPmvj,5f68aeffccea510008fc595d,4,6,4,2,1,6,6,3,4,1,2,Spain,21,Female,White,Dutch
R_1KeE1FawVSathiS,5b755869d5d7a80001b45a1e,4,4,5,3,3,4,4,4,3,3,4,Spain,26,Female,White,Catalan
R_2R4zEnhnbioeOho,5b856893600e3a0001948bc2,2,5,5,2,2,5,5,3,3,3,2,Spain,26,Female,White,Spanish
R_2aULswtXoEoGHtn,5da21ef67284fa0010e1e11e,2,4,5,4,5,4,5,3,5,5,4,Spain,28,Male,White,Spanish
R_1mW40svSf4IFjlS,5fb82391deee664d65945bd8,2,4,5,5,4,4,3,4,4,4,4,Spain,23,Male,White,Spanish
R_1CwGoCOOBc4lF0X,5daec9633990ed0014564662,3,4,3,4,6,5,4,4,4,5,4,Spain,29,Female,White,Spanish
R_3LYcdTGmRYy7JU9,59e75bef3e4b5a00016aa4e3,4,4,5,3,3,4,4,3,3,3,2,Spain,26,Female,White,Spanish
R_3sBbD1CEGGmwq8T,5e4c3b4c67928808dcaa3bbe,3,6,6,1,1,6,6,2,3,4,3,Spain,24,Male,White,Spanish
R_1fefB21EWQ9Rlua,5f6ce3aa36f6181177e93f0f,5,5,4,1,1,6,6,5,5,2,2,Spain,23,Female,White,Spanish
R_10Ct2ytOESJoQXV,5f7847b72df454025ce1e595,4,4,5,2,2,4,4,4,4,2,2,Spain,21,Male,White,Spanish
R_1IsCMgK5E5I8wJe,5fd3bf35878f03094b8e175d,3,4,4,2,2,5,5,2,4,2,2,Spain,26,Male,White,Spanish
R_3HZDnoUFeSL9OdD,5d23519cd7533000017a4556,4,4,4,2,2,4,4,4,3,2,3,Spain,36,Female,White,Spanish
R_3MyXUxtLNxzDVqR,615b622cad37e6586f139c40,5,5,2,5,3,4,2,1,5,1,1,Spain,34,Male,White,Spanish
R_ab2FVu79tbYK0s9,5da22d40497c8c00163694a1,3,6,5,1,2,5,5,4,6,2,1,Spain,23,Female,White,Spanish
R_10pzpawqT5xoPeQ,60d20bb9c215d541261e7b06,2,5,5,4,5,4,2,2,3,2,3,Spain,24,Female,White,Spanish
R_w5HJcemk4YW1kcN,614105f69b6b550669f77400,2,3,4,4,4,3,3,4,3,4,4,Spain,19,Male,Mixed,Spanish
R_YVWXSoxR7xZ3JsJ,5f86bf12aa701b000aa2deb1,6,6,6,4,2,4,4,3,3,3,3,Spain,29,Male,White,Spanish
R_1imytJsmHC8VfVH,6169358ee305b4ff889ffebb,3,3,6,2,2,6,5,3,3,3,3,Spain,22,Male,White,Spanish
R_3EZ3oblmBK12vPz,608abd514dc55c9ffb6ede08,3,2,3,1,3,4,4,3,3,2,4,Spain,26,Female,White,Spanish
R_2eRpUEOwB6Yk7fQ,610af163338ebe0cb91d1cee,3,4,4,3,3,4,3,2,2,2,2,Spain,21,Female,White,Spanish
R_1kYpfrs4yoT3PSc,5f9f3c238882e457f03f19e9,4,2,4,4,3,3,4,4,4,5,5,Spain,22,Female,White,Spanish
R_1CvAYOMpUtCwwKl,611c09b565e80a53fe7632f5,3,4,2,1,1,6,6,5,3,4,4,Spain,20,Female,White,Spanish
R_24dxWf054mYQihe,601574b93eee9a631a2c0ef6,5,4,5,3,2,5,4,3,4,3,3,Spain,22,Male,White,Spanish
R_YYz4bitCMbW5gSl,61426b5186c4b23f78298974,4,2,6,4,4,4,4,6,4,3,1,Spain,20,Male,White,Spanish
R_Q3ndbs593AeVVUR,5c7312827ed3a70001fc2438,2,5,1,1,2,6,5,5,4,3,2,Spain,25,Male,White,Spanish
R_1207exdAYCBqNwN,5ecaa03045d07e0767b5d61e,5,5,5,1,1,5,6,2,3,2,2,Spain,22,Male,White,Spanish
R_1DCILdsBJ2KrqiW,6129429473f164c90c476660,4,3,4,2,3,3,4,3,3,4,4,Spain,54,Female,White,Spanish
R_1PTLD7irVGoy1fO,5e8a12643dabf46bde0e9cf2,3,2,5,1,2,5,6,4,4,1,1,Spain,24,Female,White,Spanish
R_3ha09Xojz04a7mf,61485d798b28686872fb9c7b,1,6,4,1,1,6,6,6,6,1,1,Spain,29,Female,White,Spanish
R_2qt6dgkjA3g17cv,5eb3e7d2d98e751cd2b2cd08,1,2,3,5,5,2,3,2,3,2,4,Spain,21,Male,White,Spanish
R_2A0iIJ7X3CIo43H,5f808f2a2c770e0cd61f624f,3,4,5,2,3,5,4,4,3,2,3,Spain,21,Female,White,Spanish
R_Uiuwo9stq9hiec1,5edc142778c9e80e1a77a689,6,6,6,1,1,6,2,1,2,1,1,Spain,25,Female,White,Spanish
R_2trKwPWyp2Fqr3Q,604e2e30b9ef1f91e2e6a67a,2,3,4,1,3,5,6,4,4,4,4,Spain,31,Male,White,Spanish
R_vN4GIl4XGnezkdz,606e2ea0c4bd646aee2f2d7f,6,4,6,2,4,2,2,3,3,3,3,Spain,23,Female,White,Spanish
R_cXTBGRtPbHJnlKh,6124e437f703fa3b2e1ee8f6,3,2,6,2,2,4,4,2,5,6,6,Spain,19,Female,White,Spanish
R_1n6gk8iOuZ3LoC7,5e789ea35952c941b4e2b4f4,1,4,2,5,5,1,2,2,4,3,2,Spain,21,Female,White,Spanish
R_2ASRzPGdkDTfq4i,5caf007166343e0001786290,4,5,5,2,3,4,4,2,3,3,5,Spain,25,Male,White,Spanish
R_27PfHtj7ElEbRp7,60fef367d2fda48937e87a76,3,4,5,3,4,2,3,3,4,3,3,Spain,26,Female,White,Spanish
R_3hF2w9We2zKtLrn,609cee0941c579d23a1b8b6b,5,6,5,2,2,5,4,2,3,3,4,Spain,23,Female,White,Spanish
R_2rUCsLZEXuThmLd,603bd4a59450778e3c075ea5,3,2,3,2,3,5,5,3,4,2,2,Spain,22,Female,White,Spanish
R_3snNGqFb9TW5XkE,6163f49098ee20601873284b,4,4,3,1,2,4,5,4,5,2,2,Spain,24,Male,White,Spanish
R_OJ5XwF6U9CLst69,5dc9ef9a5d81cd71153f8f70,1,6,3,1,1,6,6,3,4,1,1,Spain,23,Female,White,Spanish
R_poMo8ljIprD3oJ3,5e5c40b5651391430a31975b,2,6,5,2,2,6,5,1,2,5,2,Spain,32,Female,Mixed,Spanish
R_3qE6hNu6ynh1utu,5f463baa386aec000a8892bc,6,6,6,1,2,4,6,2,2,2,2,Spain,33,Female,White,Spanish
R_1j7aTvK8kT3DFhn,5ec9601a2a5cfa07d72dc1d4,1,1,4,5,4,4,4,1,3,4,4,Spain,21,Female,Asian,Catalan
R_3qU0If6w5ZcXTk8,60fd15af8e3a5fdfb80a8952,1,1,4,2,3,4,4,4,4,3,5,Spain,22,Female,Mixed,Spanish
R_2chZQiaNf2xZNHv,60b61e6ee3a90399d7fafbee,5,5,4,4,3,5,4,4,4,2,2,Spain,21,Male,White,Spanish
R_2CmhusAsEcttaXv,602157bde0dc220d5172cb4a,6,3,5,2,3,3,4,3,3,3,2,Spain,28,Female,White,Spanish
R_3Pt75FPgXYkyxQa,5ec820590b73c12da95650a7,5,6,6,4,4,4,4,4,3,4,2,Spain,22,Female,White,Spanish
R_2EsdIa3flmyQB92,614df143fea0b126e2c530ef,5,5,4,2,2,4,5,4,4,1,1,Spain,22,Female,White,Spanish
R_2AHcEvg2CawMR22,6151a2423bd09793ef616ac3,2,4,3,1,4,5,3,2,6,3,3,Spain,30,Male,Mixed,Spanish
R_1mEML9KxLFnzhCi,5ca4d6cfa9d09600142ea4c8,1,6,3,1,1,5,4,5,5,2,3,Spain,22,Female,White,Spanish
R_3p4LguQvi3yZcP3,5b523ac0b3c9400001f219b3,3,6,2,4,4,3,3,4,5,1,1,Spain,39,Female,White,Spanish
R_2ZJ1WeOeEwkrmzP,5db954a2af32f6000a8fe36c,3,3,5,2,4,4,5,6,3,2,4,Spain,24,Female,White,Spanish
R_Y01ey7Ra2BWmfyV,5c840aedbad8fb000106cb44,2,2,4,3,5,2,4,4,4,2,2,Spain,24,Male,White,Spanish
R_2RagNaKUlyy1pkO,5ed65f6fb663bd05d5a5830f,4,4,4,5,2,5,4,4,4,2,2,Spain,21,Male,White,Spanish
R_3EhGQyUCWnrS63s,5a0cca1f0fff620001a6c8a1,1,3,4,1,1,5,5,2,4,1,2,Spain,29,Male,White,Spanish
R_2aOAAPZmmfnrk0D,61009f79255ec5a9fbe5e23d,1,5,6,1,4,4,4,5,4,2,3,Spain,21,Female,Mixed,Spanish
R_24bLSLjPrOGc6pf,60490dc39ce4d6157e1db834,2,1,1,4,5,2,2,3,4,4,5,Spain,25,Female,White,Spanish
R_yL9lpnONEHDkQUN,5f1219fec1ac14141d488e49,4,5,3,1,2,5,5,2,4,3,2,Spain,40,Female,White,Spanish
R_R9ulZQX9D2zbbPz,610d91fb481741bc2c13fef2,1,1,1,3,3,4,4,2,2,2,2,Spain,21,Female,Mixed,Spanish
R_1OGK5FpgsenMvBl,5ec81ba6c71d2b0f9add5de5,2,4,4,4,4,4,5,4,4,4,5,Spain,22,Female,White,Spanish
R_330ZhnZir4uPjg3,60471442bdc81018fffbcfb7,1,4,5,3,2,4,6,3,6,2,2,Spain,29,Male,White,Spanish
R_2TFbsqC7KnPlTVQ,614e00c5bd6342414b333a8b,4,5,5,4,4,4,4,3,5,3,2,Spain,22,Female,White,Spanish
R_2SCwnwNyxKPVcVA,613e4bf960ca68f8de00e5e7,4,5,4,3,5,2,3,4,4,3,3,Spain,20,Female,White,Spanish
R_3MGwsNDHn6ew3Vy,60f364780342181eb49b70d7,1,1,1,5,4,3,3,4,4,2,2,Spain,20,Female,White,Spanish
R_3dQ9oug8ieOkEJ2,60e9d4943d2e1bc7dae4e430,1,3,4,2,4,5,3,5,4,4,3,Spain,22,Female,White,Spanish
R_1ia2aQ42z47xow8,5f4f04a11671f8157c1e4a06,5,2,4,3,2,5,3,2,4,4,2,Spain,20,Female,White,Spanish
R_3PDdBqOfwQ7pcUp,60521007516b6849e8a93614,4,4,4,3,3,4,5,4,3,4,3,Spain,33,Male,White,Spanish
R_1IoMdTeYVJfNLOp,60f7fdebceb04c48c3eb0024,2,3,3,2,2,5,4,3,3,3,2,Spain,21,Prefer not to say,White,Spanish
R_xyHXonZB3tzn2ql,5e13814a1e2e589ca3a4aec2,3,5,3,4,5,3,3,3,2,5,5,Spain,33,Male,White,Spanish
R_wYkAJijeQAiOLQt,6128cecf0227785e527007c6,2,4,3,4,4,3,3,3,3,4,4,Spain,23,Male,White,Spanish
R_27CH2qP4not0JBq,610bc299e1e304d3445dc5bf,2,2,6,2,2,4,4,1,2,3,4,Spain,21,Female,White,Spanish
R_2bPNGSAYKP6LnFz,5c058987b3ea3800017ad779,2,6,6,2,2,5,3,1,4,1,1,Spain,25,Female,White,Spanish
R_2R9xE39SSCq1ZNy,5bf300a7ac0f0d000180a247,1,4,4,2,1,6,6,5,6,2,6,Spain,30,Female,White,Spanish
R_b2hkA0GvnGdpNbb,60fe8a71a73b26da31d2ae3d,2,4,6,4,5,3,2,2,3,2,2,Spain,23,Female,White,Russian
R_1jDMspD7jiHElCX,5cb863ccebd17d0016e7f4f1,5,4,5,2,3,4,5,3,5,2,3,Spain,23,Male,White,Spanish
R_3knA7psh5QPyKG8,5c9cc12096cb340017b7321f,2,4,2,4,4,3,3,4,4,2,4,Spain,37,Male,White,Spanish
R_2PimWXPV9IzAMai,61115444d74268e4ab29d632,3,3,5,4,3,3,3,2,2,2,1,Spain,21,Female,White,Spanish
R_2VkVARWMWYa4vmB,5d0ce65611f9b50015c4ae74,1,1,4,6,6,1,1,1,4,1,1,Spain,22,Male,White,Spanish
R_1eLZdZP1iVs1A7f,60fd945c307626b8b4d4e4dc,4,4,5,5,5,2,2,2,2,5,4,Spain,24,Female,White,Catalan
R_3qjMiZVizTbmhRV,601410b50be393350ee795c4,3,3,4,3,3,4,4,3,2,2,4,Spain,22,Male,White,Spanish
R_3UG5DG83fD21weB,60fd9335a6a1d7e32624d5e4,1,4,4,1,2,5,3,1,4,3,3,Spain,23,Female,White,Spanish
R_1rPSyqhfRBJgEIF,5f7a102a52556c6551a9173e,2,5,5,5,1,5,6,4,4,3,4,Spain,22,Male,White,Spanish
R_279weeNaqPYBP7m,60fcb91455492a2fa9e7b304,1,5,4,3,2,3,3,1,3,2,4,Spain,21,Female,White,Catalan
R_9ZSe2MPOXLjSwvv,5eaeb8b513f83a57d35db285,5,6,2,2,2,6,6,5,5,1,1,Spain,33,Male,White,Spanish
